overall_reign,holder,won_date,event_name,location,champion_reign_number,reign_days,days_recognized,era,notes,title,start_date,champion_name,source_order,holder_slug,champion_name_slug
,Spike Dudley & Tazz,,Card #11903,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Spike Dudley & Tazz,11903.0,spike dudley tazz,spike dudley tazz
,Jeff Hardy & Matt Hardy,,Card #11954,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jeff Hardy & Matt Hardy,11954.0,jeff hardy matt hardy,jeff hardy matt hardy
,Booker T. & Test,,Card #11967,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Booker T. & Test,11967.0,booker t test,booker t test
,Chris Jericho & The Rock,,Card #11977,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Chris Jericho & The Rock,11977.0,chris jericho the rock,chris jericho the rock
,Bubba Ray Dudley & D-Von Dudley,,Card #12013,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,12013.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Diamond Dallas Page & Kanyon,,Card #12049,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Diamond Dallas Page & Kanyon,12049.0,diamond dallas page kanyon,diamond dallas page kanyon
,Bradshaw & Faarooq,,Card #12074,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bradshaw & Faarooq,12074.0,bradshaw faarooq,bradshaw faarooq
,Bubba Ray Dudley & D-Von Dudley,,Card #12090,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,12090.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Chris Benoit & Chris Jericho,,Card #12116,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Chris Benoit & Chris Jericho,12116.0,chris benoit chris jericho,chris benoit chris jericho
,Kane & The Undertaker,,Card #12142,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Kane & The Undertaker,12142.0,kane the undertaker,kane the undertaker
,Christian & Edge,,Card #12157,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Christian & Edge,12157.0,christian edge,christian edge
,Christian & Edge,,Card #12168,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Christian & Edge,12168.0,christian edge,christian edge
,Bubba Ray Dudley & D-Von Dudley,,Card #12168,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,12168.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Jeff Hardy & Matt Hardy,,Card #12182,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jeff Hardy & Matt Hardy,12182.0,jeff hardy matt hardy,jeff hardy matt hardy
,Bubba Ray Dudley & D-Von Dudley,,Card #12224,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,12224.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Christian & Edge,,Card #12249,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Christian & Edge,12249.0,christian edge,christian edge
,The Rock & The Undertaker,,Card #12251,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,The Rock & The Undertaker,12251.0,the rock the undertaker,the rock the undertaker
,Christian & Edge,,Card #12257,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Christian & Edge,12257.0,christian edge,christian edge
,Bull Buchanan & The Goodfather,,Card #12285,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bull Buchanan & The Goodfather,12285.0,bull buchanan the goodfather,bull buchanan the goodfather
,Conquistador Dos & Conquistador Uno,,Card #12297,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Conquistador Dos & Conquistador Uno,12297.0,conquistador dos conquistador uno,conquistador dos conquistador uno
,Conquistador Dos & Conquistador Uno,,Card #12299,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Conquistador Dos & Conquistador Uno,12299.0,conquistador dos conquistador uno,conquistador dos conquistador uno
,Jeff Hardy & Matt Hardy,,Card #12316,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jeff Hardy & Matt Hardy,12316.0,jeff hardy matt hardy,jeff hardy matt hardy
,Christian & Edge,,Card #12381,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Christian & Edge,12381.0,christian edge,christian edge
,Christian & Edge,,Card #12434,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Christian & Edge,12434.0,christian edge,christian edge
,Bubba Ray Dudley & D-Von Dudley,,Card #12455,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,12455.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Billy Gunn & Road Dogg,,Card #12528,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Billy Gunn & Road Dogg,12528.0,billy gunn road dogg,billy gunn road dogg
,Al Snow & Mankind,,Card #12532,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Al Snow & Mankind,12532.0,al snow mankind,al snow mankind
,Crash Holly & Hardcore Holly,,Card #12543,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Crash Holly & Hardcore Holly,12543.0,crash holly hardcore holly,crash holly hardcore holly
,Mankind & The Rock,,Card #12546,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Mankind & The Rock,12546.0,mankind the rock,mankind the rock
,Billy Gunn & Road Dogg,,Card #12561,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Billy Gunn & Road Dogg,12561.0,billy gunn road dogg,billy gunn road dogg
,Mankind & The Rock,,Card #12562,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Mankind & The Rock,12562.0,mankind the rock,mankind the rock
,The Big Show & The Undertaker,,Card #12568,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,The Big Show & The Undertaker,12568.0,the big show the undertaker,the big show the undertaker
,Mankind & The Rock,,Card #12574,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Mankind & The Rock,12574.0,mankind the rock,mankind the rock
,The Big Show & The Undertaker,,Card #12581,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,The Big Show & The Undertaker,12581.0,the big show the undertaker,the big show the undertaker
,Kane & X-Pac,,Card #12587,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Kane & X-Pac,12587.0,kane x pac,kane x pac
,Bradshaw & Faarooq,,Card #12601,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bradshaw & Faarooq,12601.0,bradshaw faarooq,bradshaw faarooq
,Jeff Hardy & Matt Hardy,,Card #12614,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jeff Hardy & Matt Hardy,12614.0,jeff hardy matt hardy,jeff hardy matt hardy
,Bradshaw & Faarooq,,Card #12639,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bradshaw & Faarooq,12639.0,bradshaw faarooq,bradshaw faarooq
,Jeff Jarrett & Owen Hart,,Card #12737,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jeff Jarrett & Owen Hart,12737.0,jeff jarrett owen hart,jeff jarrett owen hart
,Big Boss Man & Ken Shamrock,,Card #12763,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Big Boss Man & Ken Shamrock,12763.0,big boss man ken shamrock,big boss man ken shamrock
,Billy Gunn & Road Dogg,,Card #12825,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Billy Gunn & Road Dogg,12825.0,billy gunn road dogg,billy gunn road dogg
,Kane & Mankind,,Card #12833,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Kane & Mankind,12833.0,kane mankind,kane mankind
,Steve Austin & The Undertaker,,Card #12844,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Steve Austin & The Undertaker,12844.0,steve austin the undertaker,steve austin the undertaker
,Kane & Mankind,,Card #12849,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Kane & Mankind,12849.0,kane mankind,kane mankind
,Billy Gunn & Road Dogg,,Card #12890,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Billy Gunn & Road Dogg,12890.0,billy gunn road dogg,billy gunn road dogg
,Cactus Jack & Chainsaw Charlie,,Card #12892,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Cactus Jack & Chainsaw Charlie,12892.0,cactus jack chainsaw charlie,cactus jack chainsaw charlie
,Billy Gunn & Road Dogg,,Card #12936,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Billy Gunn & Road Dogg,12936.0,billy gunn road dogg,billy gunn road dogg
,Animal & Hawk,,Card #12959,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Animal & Hawk,12959.0,animal hawk,animal hawk
,Henry O. Godwinn & Phineas I. Godwinn,,Card #12963,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Henry O. Godwinn & Phineas I. Godwinn,12963.0,henry o godwinn phineas i godwinn,henry o godwinn phineas i godwinn
,Mosh & Thrasher,,Card #12973,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Mosh & Thrasher,12973.0,mosh thrasher,mosh thrasher
,Dude Love & Steve Austin,,Card #12992,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Dude Love & Steve Austin,12992.0,dude love steve austin,dude love steve austin
,Shawn Michaels & Steve Austin,,Card #13014,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Shawn Michaels & Steve Austin,13014.0,shawn michaels steve austin,shawn michaels steve austin
,Owen Hart & The British Bulldog,,Card #13117,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Owen Hart & The British Bulldog,13117.0,owen hart the british bulldog,owen hart the british bulldog
,Bart Gunn & Billy Gunn,,Card #13160,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bart Gunn & Billy Gunn,13160.0,bart gunn billy gunn,bart gunn billy gunn
,Henry O. Godwinn & Phineas I. Godwinn,,Card #13161,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Henry O. Godwinn & Phineas I. Godwinn,13161.0,henry o godwinn phineas i godwinn,henry o godwinn phineas i godwinn
,Bart Gunn & Billy Gunn,,Card #13262,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bart Gunn & Billy Gunn,13262.0,bart gunn billy gunn,bart gunn billy gunn
,Diesel & Shawn Michaels,,Card #13264,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Diesel & Shawn Michaels,13264.0,diesel shawn michaels,diesel shawn michaels
,Owen Hart & Yokozuna,,Card #13372,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Owen Hart & Yokozuna,13372.0,owen hart yokozuna,owen hart yokozuna
,Bart Gunn & Billy Gunn,,Card #13405,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bart Gunn & Billy Gunn,13405.0,bart gunn billy gunn,bart gunn billy gunn
,Fatu & Samu,,Card #13565,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Fatu & Samu,13565.0,fatu samu,fatu samu
,Jacques Rougeau & Pierre Ouellette,,Card #13603,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jacques Rougeau & Pierre Ouellette,13603.0,jacques rougeau pierre ouellette,jacques rougeau pierre ouellette
,Marty Jannetty & The 1-2-3 Kid,,Card #13612,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Marty Jannetty & The 1-2-3 Kid,13612.0,marty jannetty the 1 2 3 kid,marty jannetty the 1 2 3 kid
,Jacques Rougeau & Pierre Ouellette,,Card #13671,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Jacques Rougeau & Pierre Ouellette,13671.0,jacques rougeau pierre ouellette,jacques rougeau pierre ouellette
,Irwin R. Schyster & Ted DiBiase,,Card #13851,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Irwin R. Schyster & Ted DiBiase,13851.0,irwin r schyster ted dibiase,irwin r schyster ted dibiase
,Animal & Hawk,,Card #14061,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Animal & Hawk,14061.0,animal hawk,animal hawk
,Brian Knobbs & Jerry Sags,,Card #14125,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Brian Knobbs & Jerry Sags,14125.0,brian knobbs jerry sags,brian knobbs jerry sags
,Bret Hart & Jim Neidhart,,Card #14205,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bret Hart & Jim Neidhart,14205.0,bret hart jim neidhart,bret hart jim neidhart
,Ax & Smash,,Card #14255,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Ax & Smash,14255.0,ax smash,ax smash
,Andre the Giant & Haku,,Card #14292,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Andre the Giant & Haku,14292.0,andre the giant haku,andre the giant haku
,Ax & Smash,,Card #14320,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Ax & Smash,14320.0,ax smash,ax smash
,Arn Anderson & Tully Blanchard,,Card #14349,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Arn Anderson & Tully Blanchard,14349.0,arn anderson tully blanchard,arn anderson tully blanchard
,Ax & Smash,,Card #14511,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Ax & Smash,14511.0,ax smash,ax smash
,Rick Martel & Tito Santana,,Card #14578,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Rick Martel & Tito Santana,14578.0,rick martel tito santana,rick martel tito santana
,Bret Hart & Jim Neidhart,,Card #14685,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bret Hart & Jim Neidhart,14685.0,bret hart jim neidhart,bret hart jim neidhart
,Davey Boy Smith & Dynamite Kid,,Card #14756,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Davey Boy Smith & Dynamite Kid,14756.0,davey boy smith dynamite kid,davey boy smith dynamite kid
,Nikolai Volkoff & The Iron Sheik,,Card #14800,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Nikolai Volkoff & The Iron Sheik,14800.0,nikolai volkoff the iron sheik,nikolai volkoff the iron sheik
,Rocky Johnson & Tony Atlas,,Card #14827,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Rocky Johnson & Tony Atlas,14827.0,rocky johnson tony atlas,rocky johnson tony atlas
,Chief Jay Strongbow & Jules Strongbow,,Card #14844,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Chief Jay Strongbow & Jules Strongbow,14844.0,chief jay strongbow jules strongbow,chief jay strongbow jules strongbow
,Bob Backlund & Pedro Morales,,Card #14864,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Bob Backlund & Pedro Morales,14864.0,bob backlund pedro morales,bob backlund pedro morales
,Ivan Putski & Tito Santana,,Card #14873,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Tag Team Titles,,Ivan Putski & Tito Santana,14873.0,ivan putski tito santana,ivan putski tito santana
,Hulk Hogan,,Card #11805,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Undisputed Title,,Hulk Hogan,11805.0,hulk hogan,hulk hogan
,Triple H,,Card #11832,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Undisputed Title,,Triple H,11832.0,triple h,triple h
,Jazz,,Card #11874,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Jazz,11874.0,jazz,jazz
,Chyna,,Card #12157,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Chyna,12157.0,chyna,chyna
,Ivory,,Card #12290,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Ivory,12290.0,ivory,ivory
,Lita,,Card #12339,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Lita,12339.0,lita,lita
,Stephanie McMahon,,Card #12435,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Stephanie McMahon,12435.0,stephanie mcmahon,stephanie mcmahon
,Jacqueline,,Card #12470,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Jacqueline,12470.0,jacqueline,jacqueline
,Harvina,,Card #12472,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Harvina,12472.0,harvina,harvina
,Miss Kitty,,Card #12506,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Miss Kitty,12506.0,miss kitty,miss kitty
,Ivory,,Card #12539,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Ivory,12539.0,ivory,ivory
,The Fabulous Moolah,,Card #12545,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,The Fabulous Moolah,12545.0,the fabulous moolah,the fabulous moolah
,Ivory,,Card #12627,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Ivory,12627.0,ivory,ivory
,Debra,,Card #12655,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Debra,12655.0,debra,debra
,Sable,,Card #12785,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Sable,12785.0,sable,sable
,Jacqueline,,Card #12814,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Jacqueline,12814.0,jacqueline,jacqueline
,Alundra Blayze,,Card #13251,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Alundra Blayze,13251.0,alundra blayze,alundra blayze
,Bertha Faye,,Card #13274,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Bertha Faye,13274.0,bertha faye,bertha faye
,Alundra Blayze,,Card #13371,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Alundra Blayze,13371.0,alundra blayze,alundra blayze
,Alundra Blayze,,Card #13624,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Alundra Blayze,13624.0,alundra blayze,alundra blayze
,The Spider Lady,,Card #14775,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,The Spider Lady,14775.0,the spider lady,the spider lady
,Wendi Richter,,Card #14800,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Wendi Richter,14800.0,wendi richter,wendi richter
,Leilani Kai,,Card #14805,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF Women's Title,,Leilani Kai,14805.0,leilani kai,leilani kai
,Steve Austin,,Card #11992,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Steve Austin,11992.0,steve austin,steve austin
,Kurt Angle,,Card #12008,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Kurt Angle,12008.0,kurt angle,kurt angle
,Steve Austin,,Card #12157,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Steve Austin,12157.0,steve austin,steve austin
,Kurt Angle,,Card #12299,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Kurt Angle,12299.0,kurt angle,kurt angle
,Kane & The Rock & The Undertaker,,Card #12381,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Kane & The Rock & The Undertaker,12381.0,kane the rock the undertaker,kane the rock the undertaker
,Triple H,,Card #12403,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Triple H,12403.0,triple h,triple h
,The Rock,,Card #12417,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Rock,12417.0,the rock,the rock
,Triple H,,Card #12492,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Triple H,12492.0,triple h,triple h
,Triple H,,Card #12560,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Triple H,12560.0,triple h,triple h
,Mr. McMahon,,Card #12564,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Mr. McMahon,12564.0,mr mcmahon,mr mcmahon
,Triple H,,Card #12579,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Triple H,12579.0,triple h,triple h
,Mankind,,Card #12581,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Mankind,12581.0,mankind,mankind
,Steve Austin,,Card #12616,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Steve Austin,12616.0,steve austin,steve austin
,The Undertaker,,Card #12646,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Undertaker,12646.0,the undertaker,the undertaker
,Steve Austin,,Card #12699,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Steve Austin,12699.0,steve austin,steve austin
,The Rock,,Card #12722,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Rock,12722.0,the rock,the rock
,Mankind,,Card #12732,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Mankind,12732.0,mankind,mankind
,The Rock,,Card #12741,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Rock,12741.0,the rock,the rock
,Mankind,,Card #12752,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Mankind,12752.0,mankind,mankind
,The Rock,,Card #12785,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Rock,12785.0,the rock,the rock
,Kane & The Undertaker,,Card #12812,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Kane & The Undertaker,12812.0,kane the undertaker,kane the undertaker
,Steve Austin,,Card #12854,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Steve Austin,12854.0,steve austin,steve austin
,Kane,,Card #12856,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Kane,12856.0,kane,kane
,Steve Austin,,Card #12892,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Steve Austin,12892.0,steve austin,steve austin
,Shawn Michaels,,Card #12945,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Shawn Michaels,12945.0,shawn michaels,shawn michaels
,Bret Hart,,Card #12986,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bret Hart,12986.0,bret hart,bret hart
,The Undertaker,,Card #13040,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Undertaker,13040.0,the undertaker,the undertaker
,Sycho Sid,,Card #13052,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Sycho Sid,13052.0,sycho sid,sycho sid
,Bret Hart,,Card #13054,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bret Hart,13054.0,bret hart,bret hart
,Shawn Michaels,,Card #13068,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Shawn Michaels,13068.0,shawn michaels,shawn michaels
,Sycho Sid,,Card #13098,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Sycho Sid,13098.0,sycho sid,sycho sid
,Shawn Michaels,,Card #13185,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Shawn Michaels,13185.0,shawn michaels,shawn michaels
,Bret Hart,,Card #13241,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bret Hart,13241.0,bret hart,bret hart
,Diesel,,Card #13442,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Diesel,13442.0,diesel,diesel
,Bob Backlund,,Card #13443,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bob Backlund,13443.0,bob backlund,bob backlund
,Bret Hart,,Card #13584,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bret Hart,13584.0,bret hart,bret hart
,Yokozuna,,Card #13715,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Yokozuna,13715.0,yokozuna,yokozuna
,Yokozuna,,Card #13765,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Yokozuna,13765.0,yokozuna,yokozuna
,Hulk Hogan,,Card #13765,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Hulk Hogan,13765.0,hulk hogan,hulk hogan
,Bret Hart,,Card #13854,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bret Hart,13854.0,bret hart,bret hart
,Randy Savage,,Card #13943,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Randy Savage,13943.0,randy savage,randy savage
,Ric Flair,,Card #13974,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Ric Flair,13974.0,ric flair,ric flair
,Hulk Hogan,,Card #14013,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Hulk Hogan,14013.0,hulk hogan,hulk hogan
,The Undertaker,,Card #14021,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Undertaker,14021.0,the undertaker,the undertaker
,Hulk Hogan,,Card #14125,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Hulk Hogan,14125.0,hulk hogan,hulk hogan
